Name,Number,Address,Dissolved On,Company Type,Incorporated On,Nature of Business
"ENDOPOINT CO., LTD",09903748,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,4 December 2015,99999 - Dormant Company
HUIHAO HARDWARE MESH PRODUCT LIMITED,09905676,"35 Ivor Place, Lower Ground, London, England, NW1 6EA",Active,Private limited Company,7 December 2015,99999 - Dormant Company
"SAVGOOD TECHNOLOGY CO., LTD.",09352760,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,12 December 2014,99999 - Dormant Company
CHANSON WORLDWIDE LIMITED,09907351,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,8 December 2015,99999 - Dormant Company
GRT TRADE BND LTD,09909888,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,9 December 2015,99999 - Dormant Company
EUWIT PACK LIMITED,09910008,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,9 December 2015,99999 - Dormant Company
CANGNAN HANA COMMODITY LTD,09911944,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,10 December 2015,99999 - Dormant Company
EVERGREEN PETROTECH LIMITED,09913964,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,11 December 2015,99999 - Dormant Company
"NINGBO BAIYUE SPORTS & LEISURE GOODS CO., LTD",09913970,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,11 December 2015,99999 - Dormant Company
"LANSENO IMPORT AND EXPORT CO., LTD",08826434,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,27 December 2013,99999 - Dormant Company
"YIWU DH IMPORT & EXPORT CO., LTD.",08832543,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,6 January 2014,99999 - Dormant Company
"YSURE INTERNATIONAL CO., LIMITED",09915940,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,14 December 2015,99999 - Dormant Company
"GOLDSTAR TRADE CO., LIMITED",09917273,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,15 December 2015,99999 - Dormant Company
"GRAND TRADE CO., LIMITED",09917301,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,15 December 2015,99999 - Dormant Company
"FASHION TREND CO., LTD",09917490,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,15 December 2015,99999 - Dormant Company
"YONG KANG CHIC INTELLIGENT TECHNOLOGY CO., LTD",09917543,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,15 December 2015,99999 - Dormant Company
"VSVA.SM CO., LIMITED",09917932,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,16 December 2015,99999 - Dormant Company
"AMERICA BUSINESS CO., LIMITED",08073593,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Dissolved,12 April 2016,Private limited Company,17 May 2012,99999 - Dormant Company
"CANGNAN WORLDWIDE GIFTS CO., LTD.",08817822,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,17 December 2013,99999 - Dormant Company
FALES GRAND GENERAL TRADING LIMITED,09921259,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,17 December 2015,99999 - Dormant Company
YBC LTD,09921294,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,17 December 2015,99999 - Dormant Company
"FCAAIR INTERNATIONAL CO., LTD",09344915,"35 Ivor Place, Downstairs Office, London, United Kingdom, NW1 6EA",Active,Private limited Company,8 December 2014,99999 - Dormant Company
"ALLFINE INTERNATIONAL CO., LTD.",08826461,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,27 December 2013,99999 - Dormant Company
"EVERLASTING BEAUTY CO., LTD",09925226,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,21 December 2015,99999 - Dormant Company
"JOHATHAN CO., LTD",09927066,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,22 December 2015,99999 - Dormant Company
"JOINSOURCING INTERNATIONAL CO., LTD",09367603,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,29 December 2014,99999 - Dormant Company
"AHOME INT'L CO., LTD",08826388,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,27 December 2013,99999 - Dormant Company
"CS GROUP CO., LIMITED",08764457,"Unit 25 Cariocca Business Park 2 Sawley Road, Miles Plating, Manchester, United Kingdom, M40 8BB",Active,Private limited Company,6 November 2013,99999 - Dormant Company
"FLAMING ELECTRONIC CO., LTD",09930404,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,29 December 2015,99999 - Dormant Company
"NITRON HOLDING CO., LTD",09930835,"Suite 108 Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",Active,Private limited Company,29 December 2015,99999 - Dormant Company
EAST TEXTILE GROUP LTD.,09930877,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,29 December 2015,99999 - Dormant Company
"JIANG SU BAICHENG TEXTILE CO., LTD",09931030,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,29 December 2015,99999 - Dormant Company
"ZHEJIANG NEWTRENDS TEXTILE CO., LTD",09933233,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,31 December 2015,99999 - Dormant Company
HUI UNITE INTERNATIONAL LIMITED,09381861,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,9 January 2015,99999 - Dormant Company
"HONGJIA INTERNATIONAL CO., LTD",09936277,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,5 January 2016,99999 - Dormant Company
"HANGZHOU UR FLEX NEW MATERIAL TECHNOLOGY CO., LTD",10019322,"Churchill House, 142-146 Old Street, London, England, EC1V 9BW",Active,Private limited Company,22 February 2016,82990 - Other business support service activities not elsewhere classified
ZHEJIANG ZHUOYUE IMP & EXP LTD,08830613,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,3 January 2014,99999 - Dormant Company
"SHANDONG TONGJIA MACHINERY CO., LTD",09939488,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,7 January 2016,99999 - Dormant Company
MOLY JEWELRY LTD,09939564,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,7 January 2016,99999 - Dormant Company
"SUNY TRADING CO., LTD",08893606,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,13 February 2014,99999 - Dormant Company
"MW CREATION TRADE CO., LTD",08902194,"Unit 46 Cariocca Business Park 2 Sawley Road, Miles Plating, Manchester, United Kingdom, M40 8BB",Active,Private limited Company,19 February 2014,99999 - Dormant Company
ENLIGHTEN CHEMICALS LIMITED,09943049,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,8 January 2016,99999 - Dormant Company
"UK BEISUN THERMAL ENERGY CO., LTD",09379747,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,8 January 2015,99999 - Dormant Company
"SAILING IMPORT AND EXPORT CO., LTD",09946119,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,12 January 2016,99999 - Dormant Company
"JOAN LAB EQUIPMENT CO., LTD",09946195,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,12 January 2016,99999 - Dormant Company
UK KAIPURUI INTERNATIONAL GROUP STOCK LIMITED,08355172,"Unit 1 26 Cleveland Road, London, England, E18 2AN",Active,Private limited Company,10 January 2013,99999 - Dormant Company
H&M (U.K.) UNION TRADING CO. LIMITED,05716143,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,21 February 2006,99999 - Dormant Company
"CAX INDUSTRY CO., LTD",09395486,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,19 January 2015,99999 - Dormant Company
"CHINA TOP WIRE CLOTH INTERNATIONAL CO., LTD",08892514,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,13 February 2014,99999 - Dormant Company
"A-PLUS ENTERPRISE CO., LTD",09957292,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,18 January 2016,99999 - Dormant Company
"YIWU GUNO JEWELRY CO., LTD",09957314,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,18 January 2016,99999 - Dormant Company
"CHINA MACHINERY EXPORT CO., LTD",08897034,"Unit 46 Cariocca Business Park 2 Sawley Road, Miles Plating, Manchester, United Kingdom, M40 8BB",Active,Private limited Company,17 February 2014,99999 - Dormant Company
"KONISHIYASU CO., LTD",09959833,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,20 January 2016,99999 - Dormant Company
"CEO INDUSTRIAL CO., LTD",09959922,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,20 January 2016,99999 - Dormant Company
"SUNNYWORLD SCM & SHIPPING CO., LTD.",08895648,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,14 February 2014,99999 - Dormant Company
CS&F BUILDING MATERIALS CORPORATION LIMITED,07965540,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,27 February 2012,99999 - Dormant Company
"RUIKANG FOOD GROUP CO., LTD.",10033820,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,1 March 2016,99999 - Dormant Company
"BELLTO SANITARY WARE CO., LIMITED",09500100,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",Active,Private limited Company,19 March 2015,99999 - Dormant Company
CROSS OCEAN TRADING LIMITED,09225370,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",Active,Private limited Company,18 September 2014,99999 - Dormant Company
"FOSHAN WELLHOPE CERAMIC MATERIAL CO., LTD",10099364,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,4 April 2016,99999 - Dormant Company
KURSEL LIMITED,08029980,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",Active,Private limited Company,13 April 2012,99999 - Dormant Company
"TOP SHINING LIGHTING CO., LTD",09028946,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",Active,Private limited Company,8 May 2014,99999 - Dormant Company
"HONG KONG YAKU LIGHTING IMPORT EXPORT CO., LTD",09056931,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",Active,Private limited Company,27 May 2014,99999 - Dormant Company
"UK SKINWORD BIOLOGICAL TECHNOLOGY CO., LTD",08988354,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",Active,Private limited Company,9 April 2014,99999 - Dormant Company
"HTD INDUSTRY CO., LTD",07613718,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",Active,Private limited Company,26 April 2011,99999 - Dormant Company
"TOTU ELECTRICAL APPLIANCES CO., LTD.",10146318,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,26 April 2016,99999 - Dormant Company
INDEX-C LTD,09229529,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",Active,Private limited Company,22 September 2014,74990 - Non-trading company
PEAKPOWER (HK) LTD,08092277,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",Dissolved,18 October 2016,Private limited Company,1 June 2012,99999 - Dormant Company
HONORIN ELECTRONICS CORPORATION LIMITED,10189904,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,19 May 2016,99999 - Dormant Company
"ZHEJIANG BOLIFE COOKWARE CO., LTD",09060210,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",Active,Private limited Company,28 May 2014,99999 - Dormant Company
"MINGYANG INDUSTRIAL CO., LTD",08865195,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,28 January 2014,99999 - Dormant Company
"ZHEJIANG N.H.C TRADING CO., LIMITED",06744153,"6 Prospect Way, Royal Oak Industrial Estate, Daventry, England, NN11 8PL",Active,Private limited Company,7 November 2008,99999 - Dormant Company
UK CAZRO INTERNATIONAL LIMITED,07304593,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",Active,Private limited Company,5 July 2010,99999 - Dormant Company
"QIAN SHUN CO., LIMITED",09130046,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",Active,Private limited Company,14 July 2014,99999 - Dormant Company
"CHENGYU PRECISE TECHNOLOGY CO., LTD",10255200,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,28 June 2016,99999 - Dormant Company
VICTORIA HOLDING LIMITED,08105830,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",Active,Private limited Company,14 June 2012,99999 - Dormant Company
SINOEAST XJ LTD,09054737,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",Active,Private limited Company,23 May 2014,99999 - Dormant Company
"SHENZHEN BEYOND LED CO., LTD",10260692,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,4 July 2016,99999 - Dormant Company
"KDTEX CO., LTD",10265041,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,6 July 2016,99999 - Dormant Company
UK LEICASTON PIANO LIMITED,10265137,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,6 July 2016,99999 - Dormant Company
LUTE ENTERPRISE CO. LTD,10267224,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,7 July 2016,99999 - Dormant Company
"HUAXING TECHNOLOGIES CO., LTD.",08555836,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",Active,Private limited Company,4 June 2013,99999 - Dormant Company
JARDINE ENTERPRISE LTD,06980224,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",Active,Private limited Company,4 August 2009,99999 - Dormant Company
SHANGHAI CHUBAN LIMITED,08332941,"Chase Business Centre, 39-41 Chase Side, London, Uk, N14 5BP",Active,Private limited Company,17 December 2012,99999 - Dormant Company
COSMETIK LTD,10270594,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,11 July 2016,99999 - Dormant Company
"WELL POST INTERNATIONAL TRADING CO., LTD",09024666,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",Active,Private limited Company,6 May 2014,99999 - Dormant Company
"HONGKONG SUNSHINE CO., LIMITED",08619481,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,22 July 2013,99999 - Dormant Company
ALIANA LIMITED,10287206,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,20 July 2016,99999 - Dormant Company
SECURELLA.UK LTD,08147605,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",Active,Private limited Company,18 July 2012,99999 - Dormant Company
SNALY GROUP LTD,09842390,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",Active,Private limited Company,26 October 2015,99999 - Dormant Company
"WANHUA GROUP CORP., LTD.",08826470,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,27 December 2013,99999 - Dormant Company
